"uuid","page_condition","page_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","age","device","dyslexia","education","gender","language","retake","dyslexia_bin"
"884c8fa4-f6a9-4e37-a9ab-652c0f26d668",1,"3-1",6,4,2,2,6,1,5,4,4,5,5,4,1,1,1,4,28,"smartphone",0,"college",0,"English",0,0
"884c8fa4-f6a9-4e37-a9ab-652c0f26d668",0,"3-2",5,7,1,5,5,1,1,1,1,1,1,4,1,1,5,1,28,"smartphone",0,"college",0,"English",0,0
"89f7f011-b480-4c6e-b249-c5a19f5c65d3",0,"3-1",5,7,2,6,4,2,2,2,2,1,1,2,4,2,4,2,26,"laptop",0,"graduate school",1,"English",1,0
"89f7f011-b480-4c6e-b249-c5a19f5c65d3",1,"3-2",6,1,5,3,5,1,7,5,6,6,7,6,3,3,2,5,26,"laptop",0,"graduate school",1,"English",1,0
"8a1847e5-31a2-4a33-9cc8-67ccf0a17bf9",0,"2-1",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"desktop",0,"college",0,"English",0,0
"8bc50b69-de47-4151-ae01-ba66e1a671db",0,"1-1",3,5,6,5,3,3,3,3,3,3,3,3,3,3,3,3,42,"desktop",0,"graduate school",1,"English",0,0
"8bc50b69-de47-4151-ae01-ba66e1a671db",1,"1-2",6,3,NA,4,3,3,5,5,5,4,5,4,4,4,4,4,42,"desktop",0,"graduate school",1,"English",0,0
"8cc63a40-be0d-4ffe-bf7f-45d515c40b6c",1,"1-1",3,7,3,7,7,4,1,1,1,7,5,6,1,1,1,1,39,"tablet",2,"college",1,"English",0,1
"8cc63a40-be0d-4ffe-bf7f-45d515c40b6c",0,"1-2",7,7,3,7,6,4,1,5,7,7,3,3,2,1,1,3,39,"tablet",2,"college",1,"English",0,1
"8d39576d-2b3d-4eb4-acfa-32254991618d",1,"3-1",7,3,5,3,5,2,6,2,2,5,5,4,3,1,2,2,NA,NA,0,NA,1,"English",0,0
"8d39576d-2b3d-4eb4-acfa-32254991618d",0,"3-2",4,6,5,3,4,6,3,2,2,2,2,2,2,2,2,2,NA,NA,0,NA,1,"English",0,0
"8d488770-dca3-4c48-bac8-af2e74d1dc4c",1,"1-1",7,1,4,1,7,1,7,7,7,7,7,7,1,1,1,1,21,"desktop",2,"college",0,"English",0,1
"8d488770-dca3-4c48-bac8-af2e74d1dc4c",0,"1-2",7,1,7,1,7,5,6,6,6,6,6,6,2,1,1,1,21,"desktop",2,"college",0,"English",0,1
"8daf6eaf-3757-49a1-9fb7-77fce259e6fc",0,"1-2",5,2,3,3,5,2,6,5,5,5,5,7,4,2,1,2,45,"laptop",0,"high school",0,"English",0,0
"8daf6eaf-3757-49a1-9fb7-77fce259e6fc",1,"1-1",5,3,2,2,6,2,5,5,5,5,5,7,4,2,2,3,45,"laptop",0,"high school",0,"English",0,0
"8dbae56a-69d6-470e-837f-17b3df9f2ca8",1,"2-1",5,1,3,3,5,1,7,3,5,7,7,1,1,1,1,6,20,"desktop",NA,"college",0,"English",0,NA
"8dbae56a-69d6-470e-837f-17b3df9f2ca8",0,"2-2",6,1,6,2,6,1,7,5,5,6,6,4,3,3,3,5,20,"desktop",NA,"college",0,"English",0,NA
"8e023aef-67dd-4d6b-bcf3-b12c776379b4",0,"1-1",5,4,6,3,6,3,6,4,5,6,6,4,6,4,5,4,13,"laptop",0,"pre-high school",1,"English",0,0
"8e023aef-67dd-4d6b-bcf3-b12c776379b4",1,"1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"laptop",0,"pre-high school",1,"English",0,0
"8e9004ce-deac-4c35-8176-a799b50f944b",1,"2-1",5,3,1,1,4,2,5,1,1,3,4,2,1,1,1,1,25,"desktop",0,"college",1,"English",0,0
"8e9004ce-deac-4c35-8176-a799b50f944b",0,"2-2",5,2,1,1,5,2,5,1,4,3,3,1,1,1,1,1,25,"desktop",0,"college",1,"English",0,0
"8ee203f2-ee28-4529-bce3-eac1a57be7f8",1,"2-1",3,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"8ee203f2-ee28-4529-bce3-eac1a57be7f8",0,"2-2",5,2,1,4,3,6,3,5,5,5,5,5,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"8ee594b5-8f8a-4ac5-874e-70ae8f41cac6",1,"2-1",6,2,5,4,5,1,6,5,5,6,6,6,3,2,4,4,21,"laptop",1,"high school",1,"English",0,1
"8ee594b5-8f8a-4ac5-874e-70ae8f41cac6",0,"2-2",5,4,5,4,5,6,4,4,4,5,4,4,4,3,2,4,21,"laptop",1,"high school",1,"English",0,1
"902669eb-08bc-4e32-8e29-a4c99c57072b",1,"3-2",3,5,2,5,2,1,3,3,3,5,6,5,2,2,2,2,26,"laptop",0,"graduate school",1,"English",0,0
"902669eb-08bc-4e32-8e29-a4c99c57072b",0,"3-1",4,4,4,2,5,6,5,4,4,4,3,2,3,2,2,2,26,"laptop",0,"graduate school",1,"English",0,0
"90c5b6e7-2aad-42bf-922e-67e6ba370eb8",0,"3-1",4,7,6,7,3,7,1,1,3,5,5,NA,3,2,1,1,23,"laptop",1,"graduate school",0,"English",0,1
"9175e447-1bf7-4667-bb18-dd7aacb6f4ef",0,"1-1",4,6,2,3,2,1,4,2,3,4,5,5,2,1,2,4,28,"laptop",0,"graduate school",1,"German",0,0
"9175e447-1bf7-4667-bb18-dd7aacb6f4ef",1,"1-2",6,1,4,2,5,1,7,4,5,5,5,5,2,2,2,4,28,"laptop",0,"graduate school",1,"German",0,0
"92549cea-1034-4ed8-8c3f-b94bbdd55d0e",1,"1-2",6,3,4,3,5,1,5,4,5,4,5,3,2,3,3,5,33,"desktop",0,"graduate school",1,"English",0,0
"92549cea-1034-4ed8-8c3f-b94bbdd55d0e",0,"1-1",5,3,6,3,5,5,6,5,5,5,3,3,4,3,4,4,33,"desktop",0,"graduate school",1,"English",0,0
"9294f017-a752-4e3f-9266-06922b940943",0,"1-1",3,5,5,4,5,3,5,5,5,5,6,6,6,3,3,6,39,"smartphone",0,"graduate school",1,"English",0,0
"9294f017-a752-4e3f-9266-06922b940943",1,"1-2",4,6,2,6,4,1,4,4,4,5,5,6,4,3,3,4,39,"smartphone",0,"graduate school",1,"English",0,0
"934b7cd1-b84f-4fae-8981-c0231b37dc5b",0,"3-2",6,5,5,3,6,4,5,4,4,5,3,5,4,3,3,3,31,"smartphone",0,"graduate school",1,"English",0,0
"934b7cd1-b84f-4fae-8981-c0231b37dc5b",1,"3-1",7,3,6,2,6,2,6,6,6,6,6,6,3,3,3,3,31,"smartphone",0,"graduate school",1,"English",0,0
"93ae865d-c378-43e3-ac66-f429add5f358",1,"2-1",1,5,2,6,2,2,2,1,1,2,2,2,2,1,2,2,23,"laptop",1,"college",1,"English",0,1
"93ae865d-c378-43e3-ac66-f429add5f358",0,"2-2",5,2,6,3,5,2,5,5,5,5,5,1,6,5,3,5,23,"laptop",1,"college",1,"English",0,1
"93dbdc35-b0e5-4dc1-bd4f-0a15eb5378a2",0,"1-2",4,4,4,3,6,2,4,4,5,4,4,4,3,3,3,3,12,"desktop",0,"pre-high school",1,"Vietnamese",0,0
"93dbdc35-b0e5-4dc1-bd4f-0a15eb5378a2",1,"1-1",4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,12,"desktop",0,"pre-high school",1,"Vietnamese",0,0
"94001a0c-b948-4223-a92a-eebe14c48d2f",1,"2-2",7,2,6,2,5,1,6,6,6,5,6,4,3,2,5,7,15,"smartphone",0,NA,1,"English",0,0
"94001a0c-b948-4223-a92a-eebe14c48d2f",0,"2-1",6,4,6,5,4,5,6,6,6,6,6,3,6,6,6,7,15,"smartphone",0,NA,1,"English",0,0
"949a9e93-0ca1-4643-b4d5-9852ceeeec03",1,"1-2",5,6,4,6,4,2,4,2,2,2,2,5,2,1,1,1,27,"desktop",0,"college",0,"English",0,0
"949a9e93-0ca1-4643-b4d5-9852ceeeec03",0,"1-1",6,6,3,4,5,3,5,5,5,5,4,5,3,2,1,1,27,"desktop",0,"college",0,"English",0,0
"94d5ae9f-66ba-48f2-93d0-19cf5aac6a3f",0,"3-1",2,1,2,3,3,4,3,2,1,2,1,1,1,1,1,1,17,"laptop",0,"high school",1,"English",0,0
"94d5ae9f-66ba-48f2-93d0-19cf5aac6a3f",1,"3-2",4,1,4,1,6,1,7,7,7,7,7,7,4,4,4,6,17,"laptop",0,"high school",1,"English",0,0
"95165b45-dc58-4a62-bb78-afd606f1e34a",0,"1-1",7,4,6,2,7,1,7,4,4,7,7,2,1,1,1,1,27,"laptop",0,"professional school",1,"Romanian",0,0
"95165b45-dc58-4a62-bb78-afd606f1e34a",1,"1-2",7,1,2,1,7,1,7,4,5,5,6,5,2,1,1,1,27,"laptop",0,"professional school",1,"Romanian",0,0
"95331a06-3cd7-4ced-a1f9-7baeee03847e",1,"1-2",6,2,2,7,4,7,2,2,2,5,6,6,1,1,1,1,22,"laptop",1,"college",1,"English",0,1
"95331a06-3cd7-4ced-a1f9-7baeee03847e",0,"1-1",6,2,4,6,6,5,5,6,6,6,6,2,6,4,2,3,22,"laptop",1,"college",1,"English",0,1
"95ad60c1-7c93-4341-9da3-763bbed405b9",0,"2-2",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,"desktop",0,"college",0,"Chinese",0,0
"95ad60c1-7c93-4341-9da3-763bbed405b9",1,"2-1",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,"desktop",0,"college",0,"Chinese",0,0
"95be5385-2c68-450d-9591-83bb9246442d",0,"3-2",3,6,4,6,2,4,1,1,1,1,1,5,1,1,1,1,29,"desktop",1,"professional school",1,"Norwegian",0,1
"95be5385-2c68-450d-9591-83bb9246442d",1,"3-1",5,2,4,5,3,1,6,4,4,6,6,6,1,1,1,2,29,"desktop",1,"professional school",1,"Norwegian",0,1
"95cad567-beb8-48bc-9d49-b9f5b17eb742",0,"1-1",7,2,1,1,7,1,7,2,4,6,6,4,1,1,2,2,34,"desktop",0,"graduate school",1,"English",0,0
"95cad567-beb8-48bc-9d49-b9f5b17eb742",1,"1-2",7,1,1,1,7,1,7,4,6,7,7,4,1,1,1,5,34,"desktop",0,"graduate school",1,"English",0,0
"96b2dfab-22c0-43b4-8799-2c759dd9163e",0,"2-1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,"desktop",0,"college",0,"English",0,0
"96b2dfab-22c0-43b4-8799-2c759dd9163e",1,"2-2",4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,18,"desktop",0,"college",0,"English",0,0
"9783faf6-c2f5-4343-a86d-f6312c95f762",0,"3-2",6,5,6,2,4,7,6,3,4,4,1,5,3,3,7,5,30,"laptop",0,"graduate school",1,"English",0,0
"9783faf6-c2f5-4343-a86d-f6312c95f762",1,"3-1",7,1,7,1,7,1,7,7,7,7,7,7,1,1,7,1,30,"laptop",0,"graduate school",1,"English",0,0
"97d2763b-44f1-4ee4-a329-7c2b15d570f8",1,"1-2",7,2,5,2,4,2,6,5,5,6,6,6,4,4,4,3,28,"laptop",0,"college",1,"Turkish",0,0
"97d2763b-44f1-4ee4-a329-7c2b15d570f8",0,"1-1",6,2,5,2,5,3,6,4,5,5,5,5,4,3,3,3,28,"laptop",0,"college",1,"Turkish",0,0
"9841a311-d989-42d7-9ea6-f5d4e981c98a",1,"2-2",6,2,3,3,3,1,5,3,4,5,6,2,2,2,1,1,58,"desktop",0,"graduate school",1,"English",0,0
"9841a311-d989-42d7-9ea6-f5d4e981c98a",0,"2-1",6,2,5,2,2,1,5,5,5,5,5,4,5,3,2,2,58,"desktop",0,"graduate school",1,"English",0,0
"984a4027-117c-4a02-894d-deab7ced44c4",0,"2-2",6,2,2,2,5,1,6,6,6,6,6,1,2,2,2,2,45,"tablet",0,"professional school",1,"English",0,0
"984a4027-117c-4a02-894d-deab7ced44c4",1,"2-1",4,5,1,5,3,1,3,2,2,2,2,2,2,1,1,1,45,"tablet",0,"professional school",1,"English",0,0
"9861dbfe-d228-40ed-9c0b-ad0a8866adfc",1,"3-2",6,2,6,2,6,1,6,3,4,5,6,4,1,1,2,2,27,"desktop",0,"college",0,"English",0,0
"9861dbfe-d228-40ed-9c0b-ad0a8866adfc",0,"3-1",7,2,6,1,6,4,5,2,2,1,1,1,1,1,2,2,27,"desktop",0,"college",0,"English",0,0
"9a90e931-bae6-40ab-af55-a67c566046ae",1,"3-1",7,4,5,1,7,1,7,4,5,6,6,4,3,3,2,4,19,"tablet",0,"high school",1,"English",0,0
"9ac5e209-cf05-47a5-a394-9c733e12d8f6",1,"1-1",4,5,4,6,3,3,3,4,4,4,4,4,4,4,2,4,24,"laptop",0,"college",1,"English",0,0
"9ac5e209-cf05-47a5-a394-9c733e12d8f6",0,"1-2",5,6,5,6,4,7,3,4,5,5,5,4,3,3,3,3,24,"laptop",0,"college",1,"English",0,0
"9ad793c8-00ee-4105-85c4-5e9513b219b5",1,"2-1",5,4,3,5,2,1,5,2,2,5,7,3,1,1,1,1,31,"desktop",0,"college",1,"English",0,0
"9ad793c8-00ee-4105-85c4-5e9513b219b5",0,"2-2",7,1,5,1,6,2,6,7,7,5,7,4,2,2,2,3,31,"desktop",0,"college",1,"English",0,0
"9ae62339-ac5d-4e6a-bcad-c0235c043cf9",0,"3-1",6,3,6,6,4,3,2,1,1,1,1,3,1,1,1,1,32,"desktop",2,"college",0,"English",0,1
"9ae62339-ac5d-4e6a-bcad-c0235c043cf9",1,"3-2",6,2,6,5,5,2,7,2,2,6,4,5,1,1,1,1,32,"desktop",2,"college",0,"English",0,1
"9b2ec410-aab7-47b8-a6d3-19e9c1e54d4b",0,"3-1",NA,7,3,2,3,7,3,4,1,1,1,2,2,1,1,1,22,"laptop",0,"college",1,"English",0,0
"9b2ec410-aab7-47b8-a6d3-19e9c1e54d4b",1,"3-2",7,1,6,1,7,1,7,4,5,7,7,7,1,4,2,3,22,"laptop",0,"college",1,"English",0,0
"9bd7345e-fc32-41f1-a8c6-ee371715652e",1,"2-1",2,1,1,3,4,1,7,5,5,5,5,4,2,2,2,2,21,NA,NA,"college",1,NA,0,NA
"9bd7345e-fc32-41f1-a8c6-ee371715652e",0,"2-2",6,1,4,4,7,3,7,7,7,7,7,7,7,7,5,5,21,NA,NA,"college",1,NA,0,NA
"9bf41690-b2cc-4709-964d-7c21b856bbf8",0,"3-2",4,1,1,6,4,1,6,2,1,2,2,3,1,1,5,2,23,"laptop",0,"college",0,"Romanian",1,0
"9bf41690-b2cc-4709-964d-7c21b856bbf8",1,"3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"laptop",0,"college",0,"Romanian",1,0
"9d234aec-32d0-48e3-8160-e228d2816978",0,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"desktop",0,"high school",1,"English",0,0
"9d234aec-32d0-48e3-8160-e228d2816978",1,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"desktop",0,"high school",1,"English",0,0
"9d35cb65-f33c-4a81-bcbf-a794582e6691",1,"3-2",5,5,7,4,3,2,5,5,5,5,5,5,2,2,2,2,22,"smartphone",0,"high school",1,"English",0,0
"9d35cb65-f33c-4a81-bcbf-a794582e6691",0,"3-1",5,3,1,4,4,5,4,4,3,3,4,3,1,1,1,1,22,"smartphone",0,"high school",1,"English",0,0
"9e875d92-b04c-452d-870f-c6d62912ff13",1,"2-1",6,6,6,3,6,3,4,5,5,5,5,5,5,5,5,3,20,"laptop",0,"graduate school",0,"English",0,0
"9e875d92-b04c-452d-870f-c6d62912ff13",0,"2-2",7,4,7,3,7,3,6,6,6,6,6,6,6,6,6,3,20,"laptop",0,"graduate school",0,"English",0,0
"9e9c021a-b55a-4aeb-af94-847d6d457b62",1,"1-2",7,1,4,2,6,4,6,6,6,6,6,6,6,6,5,5,22,"laptop",0,"college",1,"English",0,0
"9e9c021a-b55a-4aeb-af94-847d6d457b62",0,"1-1",7,2,4,2,6,2,6,6,6,6,6,6,5,5,4,4,22,"laptop",0,"college",1,"English",0,0
"9fa1aab8-97fc-491c-804a-f4676c40ea0f",1,"3-2",6,3,6,3,5,3,5,3,3,5,6,5,5,5,5,5,17,"smartphone",0,"pre-high school",1,"English",0,0
"9fa1aab8-97fc-491c-804a-f4676c40ea0f",0,"3-1",6,3,6,2,6,3,5,3,7,5,5,5,3,3,5,5,17,"smartphone",0,"pre-high school",1,"English",0,0
"a12939e3-640d-42c5-87ed-83c1358c4698",1,"2-2",6,2,6,2,3,2,4,3,5,3,5,3,3,2,2,3,48,"laptop",0,"graduate school",1,"English",0,0
"a12939e3-640d-42c5-87ed-83c1358c4698",0,"2-1",4,3,6,5,4,5,3,4,4,3,3,3,3,2,3,3,48,"laptop",0,"graduate school",1,"English",0,0
"a17c35a2-ade1-4a79-a19e-5aa8093af1f0",0,"3-1",7,4,6,1,6,1,6,3,3,3,4,4,3,2,2,2,72,"desktop",0,"high school",1,"English",0,0
"a17c35a2-ade1-4a79-a19e-5aa8093af1f0",1,"3-2",7,1,6,2,6,1,6,7,6,7,7,7,6,5,5,6,72,"desktop",0,"high school",1,"English",0,0
"a1f22d02-0b2f-4c57-8736-0957dd153f8d",0,"3-1",7,7,1,7,7,7,1,1,1,1,1,7,1,1,1,1,21,"laptop",0,"college",0,"Dutch",0,0
"a1f22d02-0b2f-4c57-8736-0957dd153f8d",1,"3-2",7,1,7,1,7,1,7,7,7,7,7,7,1,1,1,1,21,"laptop",0,"college",0,"Dutch",0,0
"a28afe06-386d-4288-994d-28b51c745e3b",1,"3-1",3,7,NA,7,6,1,2,1,1,7,7,7,1,1,1,1,34,"desktop",2,"high school",1,"English",0,1
"a28afe06-386d-4288-994d-28b51c745e3b",0,"3-2",7,7,1,7,7,7,1,1,1,1,1,1,3,1,1,1,34,"desktop",2,"high school",1,"English",0,1
"a28f6ad8-3ed2-4ddf-bee5-0ab05da1b6ad",1,"3-2",4,5,6,2,3,1,6,4,4,4,4,4,4,4,4,4,25,"laptop",0,"high school",NA,"English",0,0
"a28f6ad8-3ed2-4ddf-bee5-0ab05da1b6ad",0,"3-1",4,7,4,6,2,6,2,2,2,2,2,2,2,2,2,2,25,"laptop",0,"high school",NA,"English",0,0
"a3dd9852-6cc5-4893-a6be-e0eed5e53e52",1,"2-2",5,5,4,5,5,6,4,1,NA,NA,NA,NA,NA,6,NA,3,21,"smartphone",2,"college",0,"Other",0,1
"a3dd9852-6cc5-4893-a6be-e0eed5e53e52",0,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"smartphone",2,"college",0,"Other",0,1
"a4ad1191-04ac-455e-aff5-2c63a910dc59",1,"1-2",6,1,4,1,2,1,7,7,7,7,7,7,3,2,2,2,47,"smartphone",0,"college",1,"English",0,0
"a4ad1191-04ac-455e-aff5-2c63a910dc59",0,"1-1",6,6,2,2,5,3,2,3,3,2,2,4,5,3,3,2,47,"smartphone",0,"college",1,"English",0,0
"a583d8a5-ce83-4143-975b-5f005ad65204",1,"3-1",4,1,2,3,3,1,5,3,5,2,3,3,5,5,5,4,29,"smartphone",0,"graduate school",NA,"English",0,0
"a5e829ad-603c-4eb6-b078-c82074eae0a3",1,"1-2",7,3,3,4,6,2,6,4,4,5,6,4,4,2,4,4,50,"laptop",0,"graduate school",1,"English",0,0
"a5e829ad-603c-4eb6-b078-c82074eae0a3",0,"1-1",5,3,2,5,5,2,5,4,6,6,6,4,NA,2,3,4,50,"laptop",0,"graduate school",1,"English",0,0
"a75e076f-3028-44a1-af60-ca3b3bcaeed0",0,"2-2",5,6,6,5,2,2,4,2,2,4,4,1,1,1,1,1,21,"desktop",0,"college",1,"English",0,0
"a75e076f-3028-44a1-af60-ca3b3bcaeed0",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"desktop",0,"college",1,"English",0,0
"a77a0634-aabe-420d-8348-0a7372b161d2",1,"1-1",5,5,2,7,2,1,3,2,2,2,2,5,3,1,2,4,44,"tablet",0,"graduate school",1,"English",0,0
"a77a0634-aabe-420d-8348-0a7372b161d2",0,"1-2",1,7,1,7,NA,2,1,3,2,2,3,6,1,1,1,4,44,"tablet",0,"graduate school",1,"English",0,0
"a7961f82-b7d1-4a3c-a0e2-6f03d8424b4a",1,"1-1",6,1,3,1,6,1,7,6,7,7,7,7,5,3,2,5,40,"desktop",0,"college",1,"German",0,0
"a7961f82-b7d1-4a3c-a0e2-6f03d8424b4a",0,"1-2",6,1,6,3,6,1,6,6,2,5,4,4,3,1,2,4,40,"desktop",0,"college",1,"German",0,0
"a8a7b6f7-3663-43c9-a149-88a058e52ccf",1,"2-2",7,4,1,1,7,1,7,6,6,6,6,3,2,2,2,2,45,"desktop",0,"college",0,"English",0,0
"a8a7b6f7-3663-43c9-a149-88a058e52ccf",0,"2-1",5,3,2,2,5,2,6,4,4,5,5,NA,2,2,2,2,45,"desktop",0,"college",0,"English",0,0
"a8d07b3c-a7d4-49c9-b2b9-07c268f706fc",1,"1-2",5,1,1,2,6,1,7,7,7,7,7,2,2,1,1,4,22,"laptop",0,"college",0,"Other",0,0
"a8d07b3c-a7d4-49c9-b2b9-07c268f706fc",0,"1-1",NA,2,4,2,5,1,5,3,4,5,5,3,2,1,1,5,22,"laptop",0,"college",0,"Other",0,0
"aa6ebb2d-1a1e-4fc2-8f8b-146561327a41",0,"1-2",6,2,2,3,5,2,5,5,5,2,5,3,2,2,2,2,52,"desktop",0,"college",1,"English",0,0
"aa6ebb2d-1a1e-4fc2-8f8b-146561327a41",1,"1-1",2,6,2,6,2,2,3,2,2,2,2,5,2,1,1,1,52,"desktop",0,"college",1,"English",0,0
"ac03d866-ecd8-41e4-9938-c4b098048187",1,"2-2",7,1,3,2,7,2,7,3,7,7,7,2,2,1,1,2,18,"laptop",0,"high school",1,"Turkish",0,0
"ac03d866-ecd8-41e4-9938-c4b098048187",0,"2-1",7,2,2,2,1,2,7,3,7,7,7,1,1,1,1,5,18,"laptop",0,"high school",1,"Turkish",0,0
"acbf370c-b970-4ac5-b1ec-4335a936dbdc",1,"3-1",7,1,7,1,7,1,7,4,6,7,7,7,3,3,3,3,11,"tablet",0,"pre-high school",1,"English",0,0
"acbf370c-b970-4ac5-b1ec-4335a936dbdc",0,"3-2",7,1,4,4,4,7,4,4,4,5,3,3,3,3,3,3,11,"tablet",0,"pre-high school",1,"English",0,0
"ad4283c9-d606-4e9c-b45f-7f660b31f5d3",1,"1-2",4,4,2,2,3,1,3,2,1,3,3,3,1,1,1,1,55,"tablet",0,"PhD",1,"Dutch",0,0
"ad4283c9-d606-4e9c-b45f-7f660b31f5d3",0,"1-1",5,4,3,3,3,3,3,2,3,3,2,3,2,1,1,1,55,"tablet",0,"PhD",1,"Dutch",0,0
"ad4c12c9-5088-480c-ac6b-07b6e44162bc",1,"3-2",6,4,5,5,5,1,6,4,5,6,7,5,3,3,3,4,31,"desktop",0,"college",0,"Norwegian",0,0
"ad4c12c9-5088-480c-ac6b-07b6e44162bc",0,"3-1",4,5,3,6,5,5,5,3,2,1,2,3,2,2,1,3,31,"desktop",0,"college",0,"Norwegian",0,0
"ad72ff21-0001-4c71-9657-91f0af317112",1,"3-1",7,2,7,3,7,1,7,6,5,6,6,6,2,3,6,3,24,"desktop",0,"graduate school",1,"Other",0,0
"ad72ff21-0001-4c71-9657-91f0af317112",0,"3-2",2,6,5,6,7,3,6,4,2,6,7,5,4,4,6,2,24,"desktop",0,"graduate school",1,"Other",0,0
"adec7fbd-3153-4612-846d-2a4183f03202",0,"2-2",6,2,6,5,6,2,6,6,6,6,6,6,5,5,5,4,17,"laptop",0,"high school",1,"Chinese",0,0
"adec7fbd-3153-4612-846d-2a4183f03202",1,"2-1",3,4,4,3,5,2,6,5,5,6,6,5,3,3,3,3,17,"laptop",0,"high school",1,"Chinese",0,0
"adff123a-e9fc-4289-89bc-8002fb8bb5f6",0,"3-2",6,2,6,2,5,4,5,4,4,4,4,3,4,3,3,4,70,"desktop",0,"graduate school",0,"English",0,0
"adff123a-e9fc-4289-89bc-8002fb8bb5f6",1,"3-1",5,3,5,3,5,3,5,5,5,4,5,4,4,4,4,5,70,"desktop",0,"graduate school",0,"English",0,0
"aea24408-032f-4620-986e-f97f5f47c28a",1,"1-2",5,3,3,3,3,3,5,5,5,5,5,3,2,2,2,4,22,"laptop",0,"college",1,"English",0,0
"aea24408-032f-4620-986e-f97f5f47c28a",0,"1-1",5,3,4,3,5,3,5,5,5,5,5,3,3,3,3,5,22,"laptop",0,"college",1,"English",0,0
"af2dd336-540d-4ded-ae2e-6d21383207fc",0,"1-2",6,6,4,4,5,2,5,4,4,6,5,4,2,1,3,2,23,"desktop",0,"college",1,"Chinese",0,0
"af2dd336-540d-4ded-ae2e-6d21383207fc",1,"1-1",6,2,4,4,5,1,6,4,4,6,6,5,2,2,1,1,23,"desktop",0,"college",1,"Chinese",0,0
"af359589-3ded-40eb-8c8e-8c820ad019de",0,"1-1",4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"af359589-3ded-40eb-8c8e-8c820ad019de",1,"1-2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"afb433da-e4be-42f4-a386-41690af0783e",1,"2-1",4,3,3,4,5,4,5,4,4,7,5,5,4,4,4,4,25,"tablet",0,"high school",0,"English",0,0
"afb433da-e4be-42f4-a386-41690af0783e",0,"2-2",4,4,4,4,4,4,4,4,6,5,4,5,3,4,2,NA,25,"tablet",0,"high school",0,"English",0,0
"b038618b-9b28-43cd-b9c1-ac984372d993",0,"1-2",5,2,3,2,5,2,5,5,5,5,5,4,3,3,2,5,21,"desktop",0,"college",0,"English",0,0
"b038618b-9b28-43cd-b9c1-ac984372d993",1,"1-1",5,4,2,3,4,1,5,3,3,5,5,5,2,2,1,4,21,"desktop",0,"college",0,"English",0,0
"b0d76a60-3231-40e1-8fbe-d4d020b33e22",1,"3-1",7,3,2,1,6,1,5,2,4,5,NA,4,2,1,1,1,51,"laptop",0,"professional school",1,"English",0,0
"b0d76a60-3231-40e1-8fbe-d4d020b33e22",0,"3-2",6,4,5,2,4,6,4,3,3,2,1,3,2,2,1,2,51,"laptop",0,"professional school",1,"English",0,0
"b1203ed6-31a9-42e9-b3a1-61384a0d18a2",0,"2-1",6,6,6,7,6,7,5,6,5,5,5,5,4,3,3,3,47,"smartphone",0,"professional school",1,"English",0,0
"b1203ed6-31a9-42e9-b3a1-61384a0d18a2",1,"2-2",7,2,7,5,7,1,6,6,6,6,6,4,4,3,3,3,47,"smartphone",0,"professional school",1,"English",0,0
"b1829797-b60f-46cb-803a-c68dd04440b3",1,"1-2",7,1,7,4,5,4,6,3,4,3,5,3,1,1,1,4,22,"laptop",1,"college",1,"English",0,1
"b1829797-b60f-46cb-803a-c68dd04440b3",0,"1-1",3,3,3,3,3,2,3,3,2,2,2,4,2,2,2,3,22,"laptop",1,"college",1,"English",0,1
"b1872ef2-f148-440e-a44e-3f12578c14cc",1,"1-2",5,2,3,3,6,1,6,4,5,6,7,6,2,1,1,3,35,"desktop",0,"PhD",0,"English",0,0
"b1872ef2-f148-440e-a44e-3f12578c14cc",0,"1-1",4,5,5,3,5,2,5,5,5,5,5,5,NA,2,5,3,35,"desktop",0,"PhD",0,"English",0,0
